From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (biological process)	Gene Ontology (cellular component)	Gene Ontology (GO)	Gene Ontology (molecular function)	Gene Ontology IDs	Developmental stage	Induction	Tissue specificity
vectorbase:AGAP028120	A0A1S4HE90	unreviewed	A0A1S4HE90_ANOGA	D7 long form salivary protein		Anopheles gambiae (African malaria mosquito)	354	response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]		odorant binding [GO:0005549]; response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]	odorant binding [GO:0005549]	GO:0005549; GO:0007608; GO:0050896			
vectorbase:AARA011280	A0A182ICG3	unreviewed	A0A182ICG3_ANOAR	D7 protein		Anopheles arabiensis (Mosquito)	354	response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]		odorant binding [GO:0005549]; response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]	odorant binding [GO:0005549]	GO:0005549; GO:0007608; GO:0050896			
vectorbase:AQUA010606	A0A182XL61	unreviewed	A0A182XL61_ANOQN	D7 protein		Anopheles quadriannulatus (Mosquito)	354	response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]		odorant binding [GO:0005549]; response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]	odorant binding [GO:0005549]	GO:0005549; GO:0007608; GO:0050896			
vectorbase:AMEC006220	A0A182TPW6	unreviewed	A0A182TPW6_9DIPT	D7 protein		Anopheles melas	326	response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]		odorant binding [GO:0005549]; response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]	odorant binding [GO:0005549]	GO:0005549; GO:0007608; GO:0050896			
vectorbase:AFAF008536	A0A182QEI8	unreviewed	A0A182QEI8_9DIPT	Anopheline antiplatelet protein		Anopheles farauti	290								
vectorbase:AMIN006010	A0A182W6P5	unreviewed	A0A182W6P5_9DIPT	Secreted protein		Anopheles minimus	352	response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]		odorant binding [GO:0005549]; response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]	odorant binding [GO:0005549]	GO:0005549; GO:0007608; GO:0050896			
vectorbase:ACUA008578	A0A182M3J4	unreviewed	A0A182M3J4_9DIPT	D7 protein		Anopheles culicifacies	362	response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]		odorant binding [GO:0005549]; response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]	odorant binding [GO:0005549]	GO:0005549; GO:0007608; GO:0050896			
vectorbase:AFUN006728	A0A182RKG0	unreviewed	A0A182RKG0_ANOFN	AB hydrolase-1 domain-containing protein		Anopheles funestus (African malaria mosquito)	289			catalytic activity [GO:0003824]	catalytic activity [GO:0003824]	GO:0003824			
vectorbase:AALB014151	A0A182FWW6	unreviewed	A0A182FWW6_ANOAL	Sulfotransfer_1 domain-containing protein		Anopheles albimanus (New world malaria mosquito)	102	response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]		odorant binding [GO:0005549]; response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]	odorant binding [GO:0005549]	GO:0005549; GO:0007608; GO:0050896			
vectorbase:ADIR014049	A0A182NVV7	unreviewed	A0A182NVV7_9DIPT	Secreted protein		Anopheles dirus	349	response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]		odorant binding [GO:0005549]; response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]	odorant binding [GO:0005549]	GO:0005549; GO:0007608; GO:0050896			
vectorbase:ADAC010075	A0A2M4CPV0	unreviewed	A0A2M4CPV0_ANODA	Putative 37 kDa salivary gland allergen aed a 2		Anopheles darlingi (Mosquito)	255	response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]		odorant binding [GO:0005549]; response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]	odorant binding [GO:0005549]	GO:0005549; GO:0007608; GO:0050896			
vectorbase:ADAC010075	A0A2M4CQ23	unreviewed	A0A2M4CQ23_ANODA	Putative 37 kDa salivary gland allergen aed a 2		Anopheles darlingi (Mosquito)	255	response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]		odorant binding [GO:0005549]; response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]	odorant binding [GO:0005549]	GO:0005549; GO:0007608; GO:0050896			
vectorbase:ADAC010075	A0A2M4DQE5	unreviewed	A0A2M4DQE5_ANODA	Putative 37 kDa salivary gland allergen aed a 2		Anopheles darlingi (Mosquito)	352	response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]		odorant binding [GO:0005549]; response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]	odorant binding [GO:0005549]	GO:0005549; GO:0007608; GO:0050896			
vectorbase:ADAC010075	A0A2M4DQE7	unreviewed	A0A2M4DQE7_ANODA	Putative 37 kDa salivary gland allergen aed a 2		Anopheles darlingi (Mosquito)	352	response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]		odorant binding [GO:0005549]; response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]	odorant binding [GO:0005549]	GO:0005549; GO:0007608; GO:0050896			
vectorbase:ADAC010075	W5J4K5	unreviewed	W5J4K5_ANODA	D7 protein	AND_010075	Anopheles darlingi (Mosquito)	330	response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]		odorant binding [GO:0005549]; response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]	odorant binding [GO:0005549]	GO:0005549; GO:0007608; GO:0050896			
vectorbase:AFAF004343	A0A182Q721	unreviewed	A0A182Q721_9DIPT	Secreted protein		Anopheles farauti	258	response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]		odorant binding [GO:0005549]; response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]	odorant binding [GO:0005549]	GO:0005549; GO:0007608; GO:0050896			
vectorbase:AATE017341	A0A182JFY2	unreviewed	A0A182JFY2_9DIPT	MYND-type domain-containing protein		Anopheles atroparvus	811			metal ion binding [GO:0046872]	metal ion binding [GO:0046872]	GO:0046872			
vectorbase:AEPI006898	A0A182PIY5	unreviewed	A0A182PIY5_9DIPT	Peptidase S1 domain-containing protein		Anopheles epiroticus	275	proteolysis [GO:0006508]		serine-type endopeptidase activity [GO:0004252]; proteolysis [GO:0006508]	serine-type endopeptidase activity [GO:0004252]	GO:0004252; GO:0006508			
vectorbase:AFAF007373	A0A182QCF1	unreviewed	A0A182QCF1_9DIPT	RanBP2-type domain-containing protein		Anopheles farauti	748	ubiquitin-dependent protein catabolic process [GO:0006511]		metal ion binding [GO:0046872]; ubiquitin-dependent protein catabolic process [GO:0006511]	metal ion binding [GO:0046872]	GO:0006511; GO:0046872			
vectorbase:AFAF003068	A0A182Q4S4	unreviewed	A0A182Q4S4_9DIPT	MYND-type domain-containing protein		Anopheles farauti	673			metal ion binding [GO:0046872]	metal ion binding [GO:0046872]	GO:0046872			
vectorbase:ACHR003156	A0A182JXC4	unreviewed	A0A182JXC4_9DIPT	Peptidase S1 domain-containing protein		Anopheles christyi	273	proteolysis [GO:0006508]		serine-type endopeptidase activity [GO:0004252]; proteolysis [GO:0006508]	serine-type endopeptidase activity [GO:0004252]	GO:0004252; GO:0006508			
vectorbase:AMIN000343	A0A182VQL4	unreviewed	A0A182VQL4_9DIPT	Tudor domain-containing protein 1		Anopheles minimus	979	proteolysis [GO:0006508]		metal ion binding [GO:0046872]; serine-type endopeptidase activity [GO:0004252]; proteolysis [GO:0006508]	metal ion binding [GO:0046872]; serine-type endopeptidase activity [GO:0004252]	GO:0004252; GO:0006508; GO:0046872			
vectorbase:ACUA002290	A0A182LUI0	unreviewed	A0A182LUI0_9DIPT	Tudor domain-containing protein 1		Anopheles culicifacies	931	proteolysis [GO:0006508]		metal ion binding [GO:0046872]; serine-type endopeptidase activity [GO:0004252]; proteolysis [GO:0006508]	metal ion binding [GO:0046872]; serine-type endopeptidase activity [GO:0004252]	GO:0004252; GO:0006508; GO:0046872			
vectorbase:AFUN005848	A0A182RHY6	unreviewed	A0A182RHY6_ANOFN	Peptidase S1 domain-containing protein		Anopheles funestus (African malaria mosquito)	271	proteolysis [GO:0006508]		serine-type endopeptidase activity [GO:0004252]; proteolysis [GO:0006508]	serine-type endopeptidase activity [GO:0004252]	GO:0004252; GO:0006508			
vectorbase:AQUA003812	A0A182X1Z3	unreviewed	A0A182X1Z3_ANOQN	Peptidase S1 domain-containing protein		Anopheles quadriannulatus (Mosquito)	270	proteolysis [GO:0006508]		serine-type endopeptidase activity [GO:0004252]; proteolysis [GO:0006508]	serine-type endopeptidase activity [GO:0004252]	GO:0004252; GO:0006508			
vectorbase:AMEM007207	A0A182V1B4	unreviewed	A0A182V1B4_ANOME	MYND-type domain-containing protein		Anopheles merus (Mosquito)	965	proteolysis [GO:0006508]		metal ion binding [GO:0046872]; serine-type endopeptidase activity [GO:0004252]; proteolysis [GO:0006508]	metal ion binding [GO:0046872]; serine-type endopeptidase activity [GO:0004252]	GO:0004252; GO:0006508; GO:0046872			
vectorbase:ASTE007428	A0A182YK99	unreviewed	A0A182YK99_ANOST	MYND-type domain-containing protein		Anopheles stephensi (Indo-Pakistan malaria mosquito)	706			metal ion binding [GO:0046872]	metal ion binding [GO:0046872]	GO:0046872			
vectorbase:ASTE007428	A0A182YKA0	unreviewed	A0A182YKA0_ANOST	Peptidase S1 domain-containing protein		Anopheles stephensi (Indo-Pakistan malaria mosquito)	188	proteolysis [GO:0006508]		serine-type endopeptidase activity [GO:0004252]; proteolysis [GO:0006508]	serine-type endopeptidase activity [GO:0004252]	GO:0004252; GO:0006508			
vectorbase:AEPI007453	A0A182PKI6	unreviewed	A0A182PKI6_9DIPT	ANF_receptor domain-containing protein		Anopheles epiroticus	256								
vectorbase:ADAC003517	W5JK28	unreviewed	W5JK28_ANODA	SCP domain-containing protein	AND_003517	Anopheles darlingi (Mosquito)	267		extracellular region [GO:0005576]	extracellular region [GO:0005576]		GO:0005576			
vectorbase:AGAP006420	Q7PIA0	unreviewed	Q7PIA0_ANOGA	AGAP006420-PA (Venom allergen)	1277032 AgaP_AGAP006420	Anopheles gambiae (African malaria mosquito)	267	multicellular organism reproduction [GO:0032504]	extracellular space [GO:0005615]	extracellular space [GO:0005615]; multicellular organism reproduction [GO:0032504]		GO:0005615; GO:0032504			
vectorbase:AFAF001464	A0A182Q1W9	unreviewed	A0A182Q1W9_9DIPT	SCP domain-containing protein		Anopheles farauti	286		extracellular region [GO:0005576]	extracellular region [GO:0005576]		GO:0005576			
vectorbase:AGAP001988	F7IUW4	unreviewed	F7IUW4_ANOGA	AGAP001988-PA	AgaP_AGAP001988	Anopheles gambiae (African malaria mosquito)	281		membrane [GO:0016020]	membrane [GO:0016020]		GO:0016020			
vectorbase:AGAP001988	Q52P96	unreviewed	Q52P96_ANOGA	Hyp37.7-like		Anopheles gambiae (African malaria mosquito)	267								
vectorbase:ACUA016170	A0A182MEB1	unreviewed	A0A182MEB1_9DIPT	SCP domain-containing protein		Anopheles culicifacies	264		extracellular region [GO:0005576]	extracellular region [GO:0005576]		GO:0005576			
vectorbase:AGAP006418	L7RKV3	unreviewed	L7RKV3_ANOGA	IRSP1	IRSP1 AGAP006421	Anopheles gambiae (African malaria mosquito)	159		extracellular region [GO:0005576]	extracellular region [GO:0005576]		GO:0005576			
vectorbase:AGAP006418	Q7Q5I3	unreviewed	Q7Q5I3_ANOGA	AGAP006418-PA (Venom allergen)	1277030 AgaP_AGAP006418	Anopheles gambiae (African malaria mosquito)	266	multicellular organism reproduction [GO:0032504]	extracellular space [GO:0005615]	extracellular space [GO:0005615]; multicellular organism reproduction [GO:0032504]		GO:0005615; GO:0032504			
vectorbase:AMEM017902	A0A182VNC0	unreviewed	A0A182VNC0_ANOME	SCP domain-containing protein		Anopheles merus (Mosquito)	266		extracellular region [GO:0005576]	extracellular region [GO:0005576]		GO:0005576			
vectorbase:AMEC020481	A0A182UHG3	unreviewed	A0A182UHG3_9DIPT	SCP domain-containing protein		Anopheles melas	266		extracellular region [GO:0005576]	extracellular region [GO:0005576]		GO:0005576			
vectorbase:AQUA007131	A0A182XBD4	unreviewed	A0A182XBD4_ANOQN	DUF1552 domain-containing protein		Anopheles quadriannulatus (Mosquito)	505								
vectorbase:AMEM018447	A0A182VPH7	unreviewed	A0A182VPH7_ANOME	DUF5683 domain-containing protein		Anopheles merus (Mosquito)	257								
vectorbase:ACHR009568	A0A182KFN0	unreviewed	A0A182KFN0_9DIPT	SCP domain-containing protein		Anopheles christyi	495		extracellular region [GO:0005576]	extracellular region [GO:0005576]		GO:0005576			
vectorbase:ADAC003516	A0A2M4CQN2	unreviewed	A0A2M4CQN2_ANODA	Putative antigen 5-related salivary protein		Anopheles darlingi (Mosquito)	266		extracellular region [GO:0005576]	extracellular region [GO:0005576]		GO:0005576			
vectorbase:ADAC003516	Q7YW39	unreviewed	Q7YW39_ANODA	Antigen 5-related salivary protein		Anopheles darlingi (Mosquito)	262		extracellular region [GO:0005576]	extracellular region [GO:0005576]		GO:0005576			
vectorbase:ADAC003516	W5JN40	unreviewed	W5JN40_ANODA	Antigen 5-related salivary protein (Venom allergen 5)	AND_003516	Anopheles darlingi (Mosquito)	262		extracellular region [GO:0005576]	extracellular region [GO:0005576]		GO:0005576			
vectorbase:ASIS005129	A0A084VCK0	unreviewed	A0A084VCK0_ANOSI	AGAP006420-PA-like protein (SCP domain-containing protein)	ZHAS_00002581	Anopheles sinensis (Mosquito)	170		extracellular region [GO:0005576]	extracellular region [GO:0005576]		GO:0005576			
vectorbase:ASTE002796	A0A182XVU7	unreviewed	A0A182XVU7_ANOST	Lipoprotein		Anopheles stephensi (Indo-Pakistan malaria mosquito)	347								
vectorbase:ASTE002796	Q86M92	unreviewed	Q86M92_ANOST	Hyp37.3 putative secreted salivary gland protein		Anopheles stephensi (Indo-Pakistan malaria mosquito)	351								
vectorbase:AEPI007454	A0A182PKI7	unreviewed	A0A182PKI7_9DIPT	Secreted protein		Anopheles epiroticus	262								
vectorbase:AMIN006751	A0A182W8S7	unreviewed	A0A182W8S7_9DIPT	Anopheline antiplatelet protein		Anopheles minimus	261								
vectorbase:AATE010641	A0A182J3G2	unreviewed	A0A182J3G2_9DIPT	SCP domain-containing protein		Anopheles atroparvus	261		extracellular region [GO:0005576]	extracellular region [GO:0005576]		GO:0005576			
vectorbase:ASIS014590	A0A084VUY9	unreviewed	A0A084VUY9_ANOSI	AGAP003354-PA-like protein (SCP domain-containing protein)	ZHAS_00009439	Anopheles sinensis (Mosquito)	224		extracellular region [GO:0005576]	extracellular region [GO:0005576]		GO:0005576			
vectorbase:AGAP006421	L7RJ45	unreviewed	L7RJ45_ANOGA	IRSP1	IRSP1 AGAP006421	Anopheles gambiae (African malaria mosquito)	161		extracellular region [GO:0005576]	extracellular region [GO:0005576]		GO:0005576			
vectorbase:AGAP006421	L7RJ88	unreviewed	L7RJ88_ANOGA	IRSP1	IRSP1 AGAP006421	Anopheles gambiae (African malaria mosquito)	161		extracellular region [GO:0005576]	extracellular region [GO:0005576]		GO:0005576			
vectorbase:AGAP006421	L7RJB4	unreviewed	L7RJB4_ANOGA	IRSP1	IRSP1 AGAP006421	Anopheles gambiae (African malaria mosquito)	161		extracellular region [GO:0005576]	extracellular region [GO:0005576]		GO:0005576			
vectorbase:AGAP006421	L7RJD8	unreviewed	L7RJD8_ANOGA	IRSP1	IRSP1 AGAP006421	Anopheles gambiae (African malaria mosquito)	161		extracellular region [GO:0005576]	extracellular region [GO:0005576]		GO:0005576			
vectorbase:AGAP006421	L7RK59	unreviewed	L7RK59_ANOGA	IRSP1	IRSP1 AGAP006421	Anopheles gambiae (African malaria mosquito)	160		extracellular region [GO:0005576]	extracellular region [GO:0005576]		GO:0005576			
vectorbase:AGAP006421	L7RKS6	unreviewed	L7RKS6_ANOGA	IRSP1	IRSP1 AGAP006421	Anopheles gambiae (African malaria mosquito)	161		extracellular region [GO:0005576]	extracellular region [GO:0005576]		GO:0005576			
vectorbase:AGAP006421	L7RPE4	unreviewed	L7RPE4_ANOGA	IRSP1	IRSP1 AGAP006421	Anopheles gambiae (African malaria mosquito)	161		extracellular region [GO:0005576]	extracellular region [GO:0005576]		GO:0005576			
vectorbase:AGAP006421	L7RPH2	unreviewed	L7RPH2_ANOGA	IRSP1	IRSP1 AGAP006421	Anopheles gambiae (African malaria mosquito)	161		extracellular region [GO:0005576]	extracellular region [GO:0005576]		GO:0005576			
vectorbase:AGAP006421	O97413	unreviewed	O97413_ANOGA	Putative gVAG protein	gVAG	Anopheles gambiae (African malaria mosquito)	260		extracellular region [GO:0005576]	extracellular region [GO:0005576]		GO:0005576			
vectorbase:AGAP006421	Q7PNX0	unreviewed	Q7PNX0_ANOGA	AGAP006421-PA (Antigen 5 related protein 1)	1277033 AgaP_AGAP006421	Anopheles gambiae (African malaria mosquito)	260	multicellular organism reproduction [GO:0032504]	extracellular space [GO:0005615]	extracellular space [GO:0005615]; multicellular organism reproduction [GO:0032504]		GO:0005615; GO:0032504			
vectorbase:AGAP006421	Q8WR39	unreviewed	Q8WR39_ANOGA	Antigen 5-related 1 protein		Anopheles gambiae (African malaria mosquito)	178		extracellular region [GO:0005576]	extracellular region [GO:0005576]		GO:0005576			
vectorbase:ACUA004641	A0A182LXY3	unreviewed	A0A182LXY3_9DIPT	SCP domain-containing protein		Anopheles culicifacies	269		extracellular region [GO:0005576]	extracellular region [GO:0005576]		GO:0005576			
vectorbase:AFAF021038	A0A182R1C0	unreviewed	A0A182R1C0_9DIPT	SCP domain-containing protein		Anopheles farauti	260		extracellular region [GO:0005576]	extracellular region [GO:0005576]		GO:0005576			
vectorbase:ASIS013026	A0A084VFS6	unreviewed	A0A084VFS6_ANOSI	AGAP000357-PA-like protein (SCP domain-containing protein)	ZHAS_00003984	Anopheles sinensis (Mosquito)	261		extracellular region [GO:0005576]	extracellular region [GO:0005576]		GO:0005576			
vectorbase:ASIS013026	A0A084WUY2	unreviewed	A0A084WUY2_ANOSI	Putative gVAG protein	ZHAS_00000445	Anopheles sinensis (Mosquito)	279		extracellular region [GO:0005576]; membrane [GO:0016020]	extracellular region [GO:0005576]; membrane [GO:0016020]		GO:0005576; GO:0016020			
vectorbase:AGAP003354	Q7Q9A6	unreviewed	Q7Q9A6_ANOGA	AGAP003354-PA (Antigen 5 related protein 3)	1275030 AgaP_AGAP003354	Anopheles gambiae (African malaria mosquito)	260	multicellular organism reproduction [GO:0032504]	extracellular space [GO:0005615]	extracellular space [GO:0005615]; multicellular organism reproduction [GO:0032504]		GO:0005615; GO:0032504			
vectorbase:AGAP003354	Q8WR37	unreviewed	Q8WR37_ANOGA	Antigen 5-related 3 protein		Anopheles gambiae (African malaria mosquito)	92								
vectorbase:AMEC019365	A0A182UFB8	unreviewed	A0A182UFB8_9DIPT	SCP domain-containing protein		Anopheles melas	260		extracellular region [GO:0005576]	extracellular region [GO:0005576]		GO:0005576			
vectorbase:AEPI011018	A0A182PVN1	unreviewed	A0A182PVN1_9DIPT	SCP domain-containing protein		Anopheles epiroticus	260		extracellular region [GO:0005576]	extracellular region [GO:0005576]		GO:0005576			
vectorbase:AMIN003044	A0A182VY94	unreviewed	A0A182VY94_9DIPT	SCP domain-containing protein		Anopheles minimus	517		extracellular region [GO:0005576]	extracellular region [GO:0005576]		GO:0005576			
vectorbase:ACUA025302	A0A182MSM5	unreviewed	A0A182MSM5_9DIPT	SCP domain-containing protein		Anopheles culicifacies	292		extracellular region [GO:0005576]	extracellular region [GO:0005576]		GO:0005576			
vectorbase:AFAF001108	A0A182Q1A9	unreviewed	A0A182Q1A9_9DIPT	SCP domain-containing protein		Anopheles farauti	260		extracellular region [GO:0005576]	extracellular region [GO:0005576]		GO:0005576			
vectorbase:ADIR010711	A0A182NSS1	unreviewed	A0A182NSS1_9DIPT	SCP domain-containing protein		Anopheles dirus	548		extracellular region [GO:0005576]	extracellular region [GO:0005576]		GO:0005576			
vectorbase:ADAC003518	A0A2M4DRG8	unreviewed	A0A2M4DRG8_ANODA	Putative antigen 5-related 2 protein		Anopheles darlingi (Mosquito)	260		extracellular region [GO:0005576]	extracellular region [GO:0005576]		GO:0005576			
vectorbase:ADAC003518	B6DDP6	unreviewed	B6DDP6_ANODA	Antigen 5-related 2 protein		Anopheles darlingi (Mosquito)	256		extracellular region [GO:0005576]	extracellular region [GO:0005576]		GO:0005576			
vectorbase:ADAC003518	W5JKR2	unreviewed	W5JKR2_ANODA	Antigen 5-related 2 protein (Venom allergen 3)	AND_003518	Anopheles darlingi (Mosquito)	260		extracellular region [GO:0005576]	extracellular region [GO:0005576]		GO:0005576			
vectorbase:AGAP013192	F5HLR7	unreviewed	F5HLR7_ANOGA	AGAP013192-PA (Venom allergen)	11175919 AgaP_AGAP013192	Anopheles gambiae (African malaria mosquito)	260	multicellular organism reproduction [GO:0032504]	extracellular space [GO:0005615]	extracellular space [GO:0005615]; multicellular organism reproduction [GO:0032504]		GO:0005615; GO:0032504			
vectorbase:AEPI011019	A0A182PVN2	unreviewed	A0A182PVN2_9DIPT	SCP domain-containing protein		Anopheles epiroticus	260		extracellular region [GO:0005576]	extracellular region [GO:0005576]		GO:0005576			
vectorbase:AFAF019076	A0A182QXW5	unreviewed	A0A182QXW5_9DIPT	SCP domain-containing protein		Anopheles farauti	260		extracellular region [GO:0005576]	extracellular region [GO:0005576]		GO:0005576			
vectorbase:AMIN003299	A0A182VYZ4	unreviewed	A0A182VYZ4_9DIPT	Uncharacterized protein		Anopheles minimus	755								
vectorbase:AMAM004433	A0A182SD79	unreviewed	A0A182SD79_9DIPT	SCP domain-containing protein		Anopheles maculatus	259		extracellular region [GO:0005576]	extracellular region [GO:0005576]		GO:0005576			
vectorbase:ADAC006142	W5JGY2	unreviewed	W5JGY2_ANODA	Venom allergen 5	AND_006142	Anopheles darlingi (Mosquito)	258		extracellular region [GO:0005576]	extracellular region [GO:0005576]		GO:0005576			
vectorbase:ADAC004853	A0A2M4CGK3	unreviewed	A0A2M4CGK3_ANODA	Putative nuclear pore complex rnpl4 component sc npl4		Anopheles darlingi (Mosquito)	1305	ubiquitin-dependent protein catabolic process [GO:0006511]		metal ion binding [GO:0046872]; ubiquitin-dependent protein catabolic process [GO:0006511]	metal ion binding [GO:0046872]	GO:0006511; GO:0046872			
vectorbase:ADAC004853	A0A2M4CU06	unreviewed	A0A2M4CU06_ANODA	Putative nuclear pore complex rnpl4 component sc npl4		Anopheles darlingi (Mosquito)	650	ubiquitin-dependent protein catabolic process [GO:0006511]		metal ion binding [GO:0046872]; ubiquitin-dependent protein catabolic process [GO:0006511]	metal ion binding [GO:0046872]	GO:0006511; GO:0046872			
vectorbase:ADAC004853	A0A2M4DP50	unreviewed	A0A2M4DP50_ANODA	Putative secreted protein		Anopheles darlingi (Mosquito)	258								
vectorbase:ADAC004853	A0A2M4DQ90	unreviewed	A0A2M4DQ90_ANODA	Putative secreted protein		Anopheles darlingi (Mosquito)	258								
vectorbase:ADAC004853	W5JKZ6	unreviewed	W5JKZ6_ANODA	RanBP2-type domain-containing protein	AND_004853	Anopheles darlingi (Mosquito)	872	ubiquitin-dependent protein catabolic process [GO:0006511]		metal ion binding [GO:0046872]; ubiquitin-dependent protein catabolic process [GO:0006511]	metal ion binding [GO:0046872]	GO:0006511; GO:0046872			
vectorbase:AFUN010733	A0A182RWS3	unreviewed	A0A182RWS3_ANOFN	Anopheline antiplatelet protein		Anopheles funestus (African malaria mosquito)	257								
vectorbase:AFUN010733	Q06DJ5	unreviewed	Q06DJ5_ANOFN	30 kDa salivary antigen family protein		Anopheles funestus (African malaria mosquito)	257								
vectorbase:ASTE004273	A0A182YSM7	unreviewed	A0A182YSM7_ANOST	L27 domain-containing protein		Anopheles stephensi (Indo-Pakistan malaria mosquito)	108								
vectorbase:ASTE004273	Q7YT37	unreviewed	Q7YT37_ANOST	Anti-platelet aggregation protein (GE rich salivary gland protein)	ansg-1 aapp	Anopheles stephensi (Indo-Pakistan malaria mosquito)	269								
vectorbase:ASTE004273	Q86M95	unreviewed	Q86M95_ANOST	GE rich salivary gland protein		Anopheles stephensi (Indo-Pakistan malaria mosquito)	269								
vectorbase:AMAM018273	A0A182T2F8	unreviewed	A0A182T2F8_9DIPT	Anopheline antiplatelet protein		Anopheles maculatus	257								
vectorbase:AGAP006419	Q7Q5I2	unreviewed	Q7Q5I2_ANOGA	AGAP006419-PA (Antigen 5 related protein 2)	1277031 AgaP_AGAP006419	Anopheles gambiae (African malaria mosquito)	257	multicellular organism reproduction [GO:0032504]	extracellular space [GO:0005615]	extracellular space [GO:0005615]; multicellular organism reproduction [GO:0032504]		GO:0005615; GO:0032504			
vectorbase:AGAP006419	Q8WR38	unreviewed	Q8WR38_ANOGA	Antigen 5-related 2 protein		Anopheles gambiae (African malaria mosquito)	257		extracellular region [GO:0005576]	extracellular region [GO:0005576]		GO:0005576			
vectorbase:AMEM007398	A0A182V1Q3	unreviewed	A0A182V1Q3_ANOME	SCP domain-containing protein		Anopheles merus (Mosquito)	257		extracellular region [GO:0005576]	extracellular region [GO:0005576]		GO:0005576			
vectorbase:AEPI005725	A0A182PFL8	unreviewed	A0A182PFL8_9DIPT	SCP domain-containing protein		Anopheles epiroticus	257		extracellular region [GO:0005576]	extracellular region [GO:0005576]		GO:0005576			
vectorbase:AGAP001989	A0NHB1	unreviewed	A0NHB1_ANOGA	AGAP001989-PA	4576865 AgaP_AGAP001989	Anopheles gambiae (African malaria mosquito)	257								
vectorbase:ASIS001015	A0A084VUC6	unreviewed	A0A084VUC6_ANOSI	Antigen 5-related 2 salivary protein (SCP domain-containing protein)	ZHAS_00009171	Anopheles sinensis (Mosquito)	186		extracellular region [GO:0005576]	extracellular region [GO:0005576]		GO:0005576			
vectorbase:ASIS001015	A0A084W363	unreviewed	A0A084W363_ANOSI	AGAP006417-PA-like protein (SCP domain-containing protein)	ZHAS_00012559	Anopheles sinensis (Mosquito)	288		extracellular region [GO:0005576]	extracellular region [GO:0005576]		GO:0005576			
vectorbase:ASIS001015	A0A084WJV1	unreviewed	A0A084WJV1_ANOSI	AGAP006417-PA-like protein (SCP domain-containing protein)	ZHAS_00018533	Anopheles sinensis (Mosquito)	249		extracellular region [GO:0005576]	extracellular region [GO:0005576]		GO:0005576			
vectorbase:ASIS001015	A0A084WM00	unreviewed	A0A084WM00_ANOSI	SCP domain-containing protein	ZHAS_00019287	Anopheles sinensis (Mosquito)	226		extracellular region [GO:0005576]	extracellular region [GO:0005576]		GO:0005576			
vectorbase:AEPI004621	A0A182PCG6	unreviewed	A0A182PCG6_9DIPT	Anopheline antiplatelet protein		Anopheles epiroticus	255								
vectorbase:ADIR009422	A0A182NP37	unreviewed	A0A182NP37_9DIPT	Anopheline antiplatelet protein		Anopheles dirus	255								
vectorbase:ACUA010790	A0A182M6N2	unreviewed	A0A182M6N2_9DIPT	Anopheline antiplatelet protein		Anopheles culicifacies	254								
vectorbase:ASIS009633	A0A084VSV2	unreviewed	A0A084VSV2_ANOSI	Anti-platelet protein	ZHAS_00008667	Anopheles sinensis (Mosquito)	254								
vectorbase:ACUA017424	A0A182MG17	unreviewed	A0A182MG17_9DIPT	RanBP2-type domain-containing protein		Anopheles culicifacies	587	ubiquitin-dependent protein catabolic process [GO:0006511]		metal ion binding [GO:0046872]; ubiquitin-dependent protein catabolic process [GO:0006511]	metal ion binding [GO:0046872]	GO:0006511; GO:0046872			
vectorbase:AATE004909	A0A182IT08	unreviewed	A0A182IT08_9DIPT	Variant surface glycoprotein 1125		Anopheles atroparvus	373								
vectorbase:AATE019098	A0A182JJ97	unreviewed	A0A182JJ97_9DIPT	Anopheline antiplatelet protein		Anopheles atroparvus	253								
